Region/Country/Area Code,Region/Country/Area,Year,Series,Value
180,Dem. Rep. of the Congo,2005,Forest cover (thousand hectares),"140,534"
180,Dem. Rep. of the Congo,2005,Arable land (% of total land area),3
180,Dem. Rep. of the Congo,2005,Permanent crops (% of total land area),0.3
180,Dem. Rep. of the Congo,2005,Forest cover (% of total land area),62
180,Dem. Rep. of the Congo,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),43.35
180,Dem. Rep. of the Congo,2010,Land area (thousand hectares),"226,705"
180,Dem. Rep. of the Congo,2010,Arable land (thousand hectares),"6,800"
180,Dem. Rep. of the Congo,2010,Permanent crops (thousand hectares),"1,000"
180,Dem. Rep. of the Congo,2010,Forest cover (thousand hectares),"137,169"
180,Dem. Rep. of the Congo,2010,Arable land (% of total land area),3
180,Dem. Rep. of the Congo,2010,Permanent crops (% of total land area),0.4
180,Dem. Rep. of the Congo,2010,Forest cover (% of total land area),60.5
180,Dem. Rep. of the Congo,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),50.3
180,Dem. Rep. of the Congo,2018,Land area (thousand hectares),"226,705"
180,Dem. Rep. of the Congo,2018,Arable land (thousand hectares),"11,800"
180,Dem. Rep. of the Congo,2018,Permanent crops (thousand hectares),"1,500"
180,Dem. Rep. of the Congo,2018,Forest cover (thousand hectares),"128,358"
180,Dem. Rep. of the Congo,2018,Arable land (% of total land area),5.2
180,Dem. Rep. of the Congo,2018,Permanent crops (% of total land area),0.7
180,Dem. Rep. of the Congo,2018,Forest cover (% of total land area),56.6
180,Dem. Rep. of the Congo,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),52.66
180,Dem. Rep. of the Congo,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),52.66
208,Denmark,2005,Land area (thousand hectares),"4,243"
208,Denmark,2005,Arable land (thousand hectares),"2,332"
208,Denmark,2005,Permanent crops (thousand hectares),7
208,Denmark,2005,Forest cover (thousand hectares),579
208,Denmark,2005,Arable land (% of total land area),55
208,Denmark,2005,Permanent crops (% of total land area),0.2
208,Denmark,2005,Forest cover (% of total land area),13.6
208,Denmark,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),88.68
208,Denmark,2010,Land area (thousand hectares),"4,243"
208,Denmark,2010,Arable land (thousand hectares),"2,421"
208,Denmark,2010,Permanent crops (thousand hectares),5
208,Denmark,2010,Forest cover (thousand hectares),586
208,Denmark,2010,Arable land (% of total land area),57.1
208,Denmark,2010,Permanent crops (% of total land area),0.1
208,Denmark,2010,Forest cover (% of total land area),13.8
208,Denmark,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),88.77
208,Denmark,2018,Land area (thousand hectares),"4,000"
208,Denmark,2018,Arable land (thousand hectares),"2,392"
208,Denmark,2018,Permanent crops (thousand hectares),28
208,Denmark,2018,Forest cover (thousand hectares),627
208,Denmark,2018,Arable land (% of total land area),59.8
208,Denmark,2018,Permanent crops (% of total land area),0.7
208,Denmark,2018,Forest cover (% of total land area),15.7
208,Denmark,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),88.82
208,Denmark,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),88.82
262,Djibouti,2005,Land area (thousand hectares),"2,318"
262,Djibouti,2005,Arable land (thousand hectares),1
262,Djibouti,2005,Forest cover (thousand hectares),6
262,Djibouti,2005,Arable land (% of total land area),0
262,Djibouti,2005,Forest cover (% of total land area),0.2
262,Djibouti,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0
262,Djibouti,2010,Land area (thousand hectares),"2,318"
262,Djibouti,2010,Arable land (thousand hectares),2
262,Djibouti,2010,Forest cover (thousand hectares),6
262,Djibouti,2010,Arable land (% of total land area),0.1
262,Djibouti,2010,Forest cover (% of total land area),0.2
262,Djibouti,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0
262,Djibouti,2018,Land area (thousand hectares),"2,318"
262,Djibouti,2018,Arable land (thousand hectares),2
262,Djibouti,2018,Forest cover (thousand hectares),6
262,Djibouti,2018,Arable land (% of total land area),0.1
262,Djibouti,2018,Forest cover (% of total land area),0.2
262,Djibouti,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),0.81
262,Djibouti,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),0.81
212,Dominica,2005,Land area (thousand hectares),75
212,Dominica,2005,Arable land (thousand hectares),5
212,Dominica,2005,Permanent crops (thousand hectares),15
212,Dominica,2005,Forest cover (thousand hectares),48
212,Dominica,2005,Arable land (% of total land area),6.7
212,Dominica,2005,Permanent crops (% of total land area),20
212,Dominica,2005,Forest cover (% of total land area),63.8
212,Dominica,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),33.33
212,Dominica,2010,Land area (thousand hectares),75
212,Dominica,2010,Arable land (thousand hectares),6
212,Dominica,2010,Permanent crops (thousand hectares),17
212,Dominica,2010,Forest cover (thousand hectares),48
212,Dominica,2010,Arable land (% of total land area),8
212,Dominica,2010,Permanent crops (% of total land area),22.7
212,Dominica,2010,Forest cover (% of total land area),63.8
212,Dominica,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),33.33
212,Dominica,2018,Land area (thousand hectares),75
212,Dominica,2018,Arable land (thousand hectares),6
212,Dominica,2018,Permanent crops (thousand hectares),17
212,Dominica,2018,Forest cover (thousand hectares),48
212,Dominica,2018,Arable land (% of total land area),8
212,Dominica,2018,Permanent crops (% of total land area),22.7
212,Dominica,2018,Forest cover (% of total land area),63.8
212,Dominica,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),33.33
212,Dominica,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),33.33
214,Dominican Republic,2005,Land area (thousand hectares),"4,831"
214,Dominican Republic,2005,Arable land (thousand hectares),820
214,Dominican Republic,2005,Permanent crops (thousand hectares),400
214,Dominican Republic,2005,Forest cover (thousand hectares),"2,023"
214,Dominican Republic,2005,Arable land (% of total land area),17
214,Dominican Republic,2005,Permanent crops (% of total land area),8.3
214,Dominican Republic,2005,Forest cover (% of total land area),41.9
214,Dominican Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),70.67
214,Dominican Republic,2010,Land area (thousand hectares),"4,831"
214,Dominican Republic,2010,Arable land (thousand hectares),800
214,Dominican Republic,2010,Permanent crops (thousand hectares),400
214,Dominican Republic,2010,Forest cover (thousand hectares),"2,073"
214,Dominican Republic,2010,Arable land (% of total land area),16.6
214,Dominican Republic,2010,Permanent crops (% of total land area),8.3
214,Dominican Republic,2010,Forest cover (% of total land area),42.9
214,Dominican Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),74.08
214,Dominican Republic,2018,Land area (thousand hectares),"4,831"
214,Dominican Republic,2018,Arable land (thousand hectares),877
214,Dominican Republic,2018,Permanent crops (thousand hectares),355
214,Dominican Republic,2018,Forest cover (thousand hectares),"2,128"
214,Dominican Republic,2018,Arable land (% of total land area),18.2
214,Dominican Republic,2018,Permanent crops (% of total land area),7.3
214,Dominican Republic,2018,Forest cover (% of total land area),44
214,Dominican Republic,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),76.92
214,Dominican Republic,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),76.92
218,Ecuador,2005,Land area (thousand hectares),"24,836"
218,Ecuador,2005,Arable land (thousand hectares),"1,296"
218,Ecuador,2005,Permanent crops (thousand hectares),"1,214"
218,Ecuador,2005,Forest cover (thousand hectares),"13,379"
218,Ecuador,2005,Arable land (% of total land area),5.2
218,Ecuador,2005,Permanent crops (% of total land area),4.9
218,Ecuador,2005,Forest cover (% of total land area),53.9
218,Ecuador,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),22.6
218,Ecuador,2010,Land area (thousand hectares),"24,836"
218,Ecuador,2010,Arable land (thousand hectares),"1,186"
218,Ecuador,2010,Permanent crops (thousand hectares),"1,391"
218,Ecuador,2010,Forest cover (thousand hectares),"13,028"
218,Ecuador,2010,Arable land (% of total land area),4.8
218,Ecuador,2010,Permanent crops (% of total land area),5.6
218,Ecuador,2010,Forest cover (% of total land area),52.5
218,Ecuador,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),24.9
218,Ecuador,2018,Land area (thousand hectares),"24,836"
218,Ecuador,2018,Arable land (thousand hectares),968
218,Ecuador,2018,Permanent crops (thousand hectares),"1,386"
218,Ecuador,2018,Forest cover (thousand hectares),"12,626"
218,Ecuador,2018,Arable land (% of total land area),3.9
218,Ecuador,2018,Permanent crops (% of total land area),5.6
218,Ecuador,2018,Forest cover (% of total land area),50.8
218,Ecuador,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),29.32
218,Ecuador,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),29.73
818,Egypt,2005,Land area (thousand hectares),"99,545"
818,Egypt,2005,Arable land (thousand hectares),"2,563"
818,Egypt,2005,Permanent crops (thousand hectares),960
818,Egypt,2005,Forest cover (thousand hectares),62
818,Egypt,2005,Arable land (% of total land area),2.6
818,Egypt,2005,Permanent crops (% of total land area),1
818,Egypt,2005,Forest cover (% of total land area),0.1
818,Egypt,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),36.15
818,Egypt,2010,Land area (thousand hectares),"99,545"
818,Egypt,2010,Arable land (thousand hectares),"2,873"
818,Egypt,2010,Permanent crops (thousand hectares),798
818,Egypt,2010,Forest cover (thousand hectares),66
818,Egypt,2010,Arable land (% of total land area),2.9
818,Egypt,2010,Permanent crops (% of total land area),0.8
818,Egypt,2010,Forest cover (% of total land area),0.1
818,Egypt,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),38.37
818,Egypt,2018,Land area (thousand hectares),"99,545"
818,Egypt,2018,Arable land (thousand hectares),"2,911"
818,Egypt,2018,Permanent crops (thousand hectares),925
818,Egypt,2018,Forest cover (thousand hectares),45
818,Egypt,2018,Arable land (% of total land area),2.9
818,Egypt,2018,Permanent crops (% of total land area),0.9
818,Egypt,2018,Forest cover (% of total land area),0
818,Egypt,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),38.37
818,Egypt,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),38.37
222,El Salvador,2005,Land area (thousand hectares),"2,072"
222,El Salvador,2005,Arable land (thousand hectares),702
222,El Salvador,2005,Permanent crops (thousand hectares),227
222,El Salvador,2005,Forest cover (thousand hectares),651
222,El Salvador,2005,Arable land (% of total land area),33.9
222,El Salvador,2005,Permanent crops (% of total land area),11
222,El Salvador,2005,Forest cover (% of total land area),31.4
222,El Salvador,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),10.02
222,El Salvador,2010,Land area (thousand hectares),"2,072"
222,El Salvador,2010,Arable land (thousand hectares),663
222,El Salvador,2010,Permanent crops (thousand hectares),237
222,El Salvador,2010,Forest cover (thousand hectares),629
222,El Salvador,2010,Arable land (% of total land area),32
222,El Salvador,2010,Permanent crops (% of total land area),11.4
222,El Salvador,2010,Forest cover (% of total land area),30.4
222,El Salvador,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),22.82
222,El Salvador,2018,Land area (thousand hectares),"2,072"
222,El Salvador,2018,Arable land (thousand hectares),627
222,El Salvador,2018,Permanent crops (thousand hectares),227
222,El Salvador,2018,Forest cover (thousand hectares),593
222,El Salvador,2018,Arable land (% of total land area),30.3
222,El Salvador,2018,Permanent crops (% of total land area),11
222,El Salvador,2018,Forest cover (% of total land area),28.6
222,El Salvador,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),28.04
222,El Salvador,2020,Important sites for terrestrial biodiversity protected (% of total sites protected),28.05
